-1.9844073119508436,-1.9916574661577016
-1.9827547617643464,-1.9907733047739047
-1.9809270703292459,-1.9897954378372575
-1.9789056757542147,-1.9887139342075908
-1.9766700489139712,-1.9875178102185818
-1.9741974849570787,-1.9861949181284975
-1.9714628727172299,-1.9847318227486797
-1.968438439686169,-1.9831136649968173
-1.9650934699581943,-1.9813240109892667
-1.9613939922816759,-1.9793446851398109
-1.957302435049388,-1.9771555855698209
-1.952777244723629,-1.974734479955135
-1.9477724638205969,-1.9720567797362885
-1.9422372641675087,-1.9690952903989778
-1.9361154306911459,-1.9658199352886045
-1.9293447904930212,-1.962197450153934
-1.9218565814085191,-1.9581910453175881
-1.9135747536284524,-1.953760032042217
-1.904415197273083,-1.9488594092973968
-1.8942848880396062,-1.9434394067297678
-1.8830809421782146,-1.9374449791934318
-1.8706895710637992,-1.9308152477042666
-1.8569849244771377,-1.9234828811349078
-1.8418278103139776,-1.9153734123597754
-1.8250642766586778,-1.9064044818827799
-1.8065240397149378,-1.896485001221983
-1.7860187374423246,-1.8855142274670835
-1.7633399828488394,-1.8733807394371436
-1.738257180654727,-1.859961304695135
-1.7105150523507315,-1.8451196252268092
-1.679830779357134,-1.8287049476824815
-1.6458906058421916,-1.8105505213608262
-1.6083456096096738,-1.7904718828977604
-1.5668060874358332,-1.768264939560582
-1.520833483464962,-1.7437038104686389
-1.4699277637968997,-1.7165383616799923
-1.41350610676872,-1.6864913264133081
-1.3508647426392952,-1.6532548149056778
-1.2811077644506939,-1.616485848224421
-1.2030108229980754,-1.5758002147084313
-1.1149152326365026,-1.5307632836647571
-1.0168196584588016,-1.4808750948482308
-0.9087240915371637,-1.4255444312704957
-0.7906285291035763,-1.3640414002038161
-0.6625329700409587,-1.2954077569329048
-0.5244374138004163,-1.218283774585024
-0.3763418602149914,-1.1311600427107422
-0.21824630950646895,-1.0340363232134135
-0.050150762763817136,-0.9269126095970553
0.12794476886365835,-0.8097888997268877
0.30784724439101685,-0.6826651926464307
0.47774972392440207,-0.5455414878927206
0.637652204260834,-0.3984177852720027
0.7875546849228872,-0.24129408480573777
0.9274571657357914,-0.07417038690477037
1.0573596466144528,0.10295330676109296
1.1772621275107298,0.2899999916041702
1.2871646083946788,0.46999999023889133
1.3870670892464048,0.6399999903173088
1.4769695700520267,0.7999999908716489
1.5568720508014835,0.949999991636503
1.626774531487261,1.089999992496744
1.6866770121036065,1.2199999933913335
1.736579492646024,1.3399999942838985
1.7764819731109391,1.449999995150964
1.8063844534954459,1.5499999959765087
1.826286933797172,1.63999999674912
1.8361894140141553,1.7199999974603908
1.8474596146232294,1.789999998087828
1.8687298114828226,1.8499999986293594
1.900000005395816,1.8999999990833332
1.9400000010818352,1.9399999994484098
1.970000000304668,1.9699999997234803
1.990000000061298,1.9899999999076068
2.0,2.0
